id,no_unit,nama_unit,aset,cap_on,aset_desc,acq_val,bulan,depre
200,Exca 19,Excavator Mini 19,150319,2022-07-13,Excavator Mini 305.5E2 WE216892 PO 0345,680000000,2024-11-30,-205416666.66666675
201,Exca 20,Excavator Mini 20,150320,2022-07-13,Excavator Mini 305.5E2 WE216913 PO 0345,680000000,2024-11-30,-205416666.66666675
202,Exca 21,Excavator Mini 21,150321,2022-07-13,Excavator Mini 305.5E2 WE216914 PO 0345,680000000,2024-11-30,-205416666.66666675
203,Exca 22,Excavator Mini 22,150322,2022-07-13,Excavator Mini 305.5E2 WE216915 PO 0345,680000000,2024-11-30,-205416666.66666675
204,Exca 23,Excavator Mini 23,150323,2022-07-13,Excavator Mini 305.5E2 WE216916 PO 0345,680000000,2024-11-30,-205416666.66666675
205,CL 01,Crawler 01,150324,2022-07-12,Crawler Dump Artrac 2000D C13606570A PO 0381,267000000,2024-11-30,-80656250.0
206,CL 02,Crawler 02,150325,2022-07-12,Crawler Dump Artrac 2000D C25501359A PO 0381,267000000,2024-11-30,-80656250.0
207,DT 36,Dump Truck 36,150326,2022-07-25,Mitsubishi FE SHD-X136PS MHMFE75PRNK042232 PO 0349,441466667,2024-11-30,-133359722.32291684
208,DT 37,Dump Truck 37,150327,2022-07-25,Mitsubishi FE SHD-X136PS MHMFE75PRNK042290 PO 0349,441466667,2024-11-30,-133359722.32291684
209,DT 38,Dump Truck 38,150328,2022-07-25,Mitsubishi FE SHD-X136PS MHMFE75PRNK043243 PO 0349,441466667,2024-11-30,-133359722.32291684
210,DT 39,Dump Truck 39,150329,2022-07-25,Mitsubishi FE SHD-X136PS MHMFE75PRNK043242 PO 0349,441466667,2024-11-30,-133359722.32291684
211,DT 40,Dump Truck 40,150330,2022-07-25,Mitsubishi FE SHD-X136PS MHMFE75PRNK042369 PO 0349,441466667,2024-11-30,-133359722.32291684
212,DT 41,Dump Truck 41,150331,2022-07-25,Mitsubishi FE SHD-X136PS MHMFE75PRNK042376 PO 0349,441466667,2024-11-30,-133359722.32291684
213,DT 42,Dump Truck 42,150332,2022-07-25,Mitsubishi FE SHD-X136PS MHMFE75PRNK042390 PO 0349,441466667,2024-11-30,-133359722.32291684
214,DT 43,Dump Truck 43,150333,2022-07-25,Mitsubishi FE SHD-X136PS MHMFE75PRNK042393 PO 0349,441466667,2024-11-30,-133359722.32291684
215,DT 44,Dump Truck 44,150334,2022-07-25,Mitsubishi FE SHD-X136PS MHMFE75PRNK042398 PO 0349,441466667,2024-11-30,-133359722.32291684
216,DT 45,Dump Truck 45,150335,2022-07-25,Mitsubishi FE SHD-X136PS MHMFE75PRNK042402 PO 0349,441466667,2024-11-30,-133359722.32291684
217,KB 8420 VB,Mobil KB 8420 VB,150336,2022-08-04,Ambulance Toyota Hilux 2.4 MR0DB8CB7M0111093 PO546,476700000,2024-11-30,-139037500.0
218,KB 8449 VB,Mobil KB 8449 VB,150337,2022-09-19,Toyota Hilux Single Cabin MR0DB8CB9-N0112067 PO548,357180180,2024-11-30,-100456925.625
219,KB 8461 VB,Mobil KB 8461 VB,150338,2022-09-19,Toyota Hilux Single Cabin MR0DB8CB6-N0112138 PO555,357180180,2024-11-30,-100456925.625
220,KB 1923 VB,Mobil KB 1923 VB,150339,2022-09-19,Toyota Fortuner 2.8 VRZ MHFBA3FS4-N1047649 PO 0512,648756757,2024-11-30,-182462837.90625015
221,CP 05,Compactor 05,150340,2022-10-19,Compactor CAT CS10GC/Sun Canopy T8F00406 PO 0346,840000000,2024-11-30,-227500000.0
222,KB 8475 VB,Mobil KB 8475 VB,150341,2022-11-16,Toyota Hilux Double Cabin MR0KB8CD7-N1135043 PO547,431891892,2024-11-30,-112471846.875
223,KB 8478 VB,Mobil KB 8478 VB,150342,2022-11-16,Toyota Hilux Double Cabin MR0KB8CD7-N1134989 PO550,431891892,2024-11-30,-112471846.875
224,KB 8476 VB,Mobil KB 8476 VB,150343,2022-11-16,Toyota Hilux Double Cabin MR0KB8CD0-N1135160 PO551,431891892,2024-11-30,-112471846.875
225,KB 8477 VB,Mobil KB 8477 VB,150344,2022-11-16,Toyota Hilux Double Cabin MR0KB8CD0-N1134638 PO552,431891892,2024-11-30,-112471846.875
226,BD 04,Buldozer 04,150345,2022-12-05,Komatsu Bulldozer D68E-SS-12E0/S1 J20825 PO 0329,2935000000,2024-11-30,-733749999.9999999
227,CL 03,Crawler 03,150346,2022-12-23,Crawler Dump Artrac 2000D C22904267 PO 0381,267000000,2024-11-30,-66750000.0
228,CL 04,Crawler 04,150347,2022-12-23,Crawler Dump Artrac 2000D C22904268 PO 0381,267000000,2024-11-30,-66750000.0
229,KB 8625 VB,Mobil KB 8625 VB,150348,2022-12-23,Toyota Hilux Double Cabin MR0KB8CD4-N1137154 PO553,439729730,2024-11-30,-109932432.50000012
230,Exca 24,Excavator 24,150349,2023-04-01,Excavator 323GCHEX CAT00323EFJM10674 PO 0258,2090400000,2024-11-30,-435500000.0
231,KB 8626 VB,Mobil KB 8626 VB,150350,2023-07-24,Toyota Hilux Double Cabin MR0KB8CD9-N1137599 PO554,471729730,2024-11-30,-83535473.02083333
232,BD 05,Buldozer Mini 05,150351,2023-09-20,Komatsu Mini Bulldozer D31EX-22 SAAAD95LE-5 PO 982,1490000000,2024-11-30,-232812500.00000003
233,0,0,150358,2023-12-22,Compactor CAT CS 533E TJL-01101 No. 3054,150000000,2024-11-30,-18750000.0
234,MG 02 PT. PAM,Motor Greader 02 PT. PAM,150359,2023-12-22,Motor Grader Caterpillar 120K PSZN-00568 KHX:32420,250000000,2024-11-30,-31250000.00000001
235,Exca 11 PT. PAM,Excavator Mini 11 PT. PAM,150360,2023-12-22,Excavator Hitachi L3730 AFA90A00022652,481250000,2024-11-30,-60156250.00000002
236,Exca 12 PT. PAM,Excavator Mini 12 PT. PAM,150361,2023-12-22,Excavator Hitachi LN3749 AFA90P00022658,495625000,2024-11-30,-61953124.99999998
237,Exca 13 PT. PAM,Excavator Mini 13 PT. PAM,150362,2023-12-22,Excavator Hitachi N4287 AFA90L00022667,495625000,2024-11-30,-61953124.99999998
238,BD 04 PT. PAM,Buldozer Mini 04 PT. PAM,150363,2023-12-22,Bulldozer CAT D1 XL XKF00242 D3600597,1114010417,2024-11-30,-139251302.12499994
239,QT 01,Quick Tractor 01,150364,2024-05-28,Quick Tractor QT-16E  SL B2300153/KIAPJ2065,128558559,2024-11-30,-9374061.59375
240,QT 03,Quick Tractor 03,150365,2024-05-28,Quick Tractor QT-16E  SL B2300070/KIANW2531,128558559,2024-11-30,-9374061.59375
241,QT 02,Quick Tractor 02,150366,2024-05-28,Quick Tractor QT-16E  SL B2300137/KIAPE1360,128558559,2024-11-30,-9374061.59375
242,CL 05,Crawler 05,150367,2024-07-16,Atrack Crawler Dump 2000D // C12907019A,184947917,2024-11-30,-9632704.010416668
243,CL 06,Crawler 06,150368,2024-07-16,Atrack Crawler Dump 2000D // C12803619A,198750000,2024-11-30,-10351562.5
244,CL 07,Crawler 07,150369,2024-07-16,Atrack Crawler Dump 2000D // C13606566A,198750000,2024-11-30,-10351562.5
245,DT 19,Dump Truck 19,150370,2024-09-10,Bak Self Loader Mini Tronton Hino KB8661VA WO:0027,155000000,2024-11-30,-1614583.3333333333
246,WT 03,Wheel Tractor 03,150098,2008-05-30,TRACTOR JOHN DEERE TYPE 5715 4 WD (J04045T420575),309230625,2025-01-31,-309230625.0
247,BD 01,Buldozer 01,150104,2008-08-25,KOMATSU BULDOZER D68 ESS-12 (J10856),1487590454,2025-01-31,-1487590454.0
248,KB 9716 V,Mobil KB 9716 V,150110,2008-10-17,MITSUBISHI STRADA TRITON 2.8L GLX (4M40UAB2700),261000000,2025-01-31,-261000000.0
249,DAMKAR 01,Damkar 01,150111,2008-10-17,MITSUBISHI FE 74 (125PS) 6 Ban,194000000,2025-01-31,-194000000.0
250,WT 04,Wheel Tractor 04,150112,2008-10-17,JOHN DEERE JD 5715 4 WD (PE4045T722198),232638615,2025-01-31,-232638615.0
251,0,0,150113,2009-01-02,Selisih Kurs Pembelian Alat Berat,94120676,2025-01-31,-94120676.0
252,0,0,150114,2009-01-02,Selisih Kurs Pembelian Alat Berat,8276400,2025-01-31,-8276400.0
253,0,0,150118,2009-02-19,Trailer non Tipping (Body Kayu),23000000,2025-01-31,-23000000.0
254,0,0,150119,2009-03-25,KOMATSU HIDRAULIC EXAVATOR PC 200-7 (C77934),940000000,2025-01-31,-940000000.0
255,0,0,150120,2009-03-25,PPN Masukan,94000000,2025-01-31,-94000000.0
256,WT 06,Wheel Tractor 06,150122,2009-04-14,TRACTOR JOHN DEERE TYPE 5715 4 WD 92,297395178,2025-01-31,-297395178.0
257,WT 07,Wheel Tractor 07,150123,2009-04-14,TRACTOR JOHN DEERE TYPE 5715 4 WD 92,297395178,2025-01-31,-297395178.0
258,WT 09,Wheel Tractor 09,150124,2009-04-14,TRACTOR JOHN DEERE TYPE 5715 4 WD 92,297395178,2025-01-31,-297395178.0
259,WT 10,Wheel Tractor 10,150125,2009-04-14,TRACTOR JOHN DEERE TYPE 5715 4 WD 92,297395178,2025-01-31,-297395178.0
260,WT 03,Wheel Tractor 03,150098,2008-05-30,TRACTOR JOHN DEERE TYPE 5715 4 WD (J04045T420575),309230625,2024-12-31,-309230625.0
261,BD 01,Buldozer 01,150104,2008-08-25,KOMATSU BULDOZER D68 ESS-12 (J10856),1487590454,2024-12-31,-1487590454.0
262,KB 9716 V,Mobil KB 9716 V,150110,2008-10-17,MITSUBISHI STRADA TRITON 2.8L GLX (4M40UAB2700),261000000,2024-12-31,-261000000.0
263,DAMKAR 01,Damkar 01,150111,2008-10-17,MITSUBISHI FE 74 (125PS) 6 Ban,194000000,2024-12-31,-194000000.0
264,WT 04,Wheel Tractor 04,150112,2008-10-17,JOHN DEERE JD 5715 4 WD (PE4045T722198),232638615,2024-12-31,-232638615.0
265,0,0,150113,2009-01-02,Selisih Kurs Pembelian Alat Berat,94120676,2024-12-31,-94120676.0
266,0,0,150114,2009-01-02,Selisih Kurs Pembelian Alat Berat,8276400,2024-12-31,-8276400.0
267,0,0,150118,2009-02-19,Trailer non Tipping (Body Kayu),23000000,2024-12-31,-23000000.0
268,0,0,150119,2009-03-25,KOMATSU HIDRAULIC EXAVATOR PC 200-7 (C77934),940000000,2024-12-31,-940000000.0
269,0,0,150120,2009-03-25,PPN Masukan,94000000,2024-12-31,-94000000.0
270,WT 06,Wheel Tractor 06,150122,2009-04-14,TRACTOR JOHN DEERE TYPE 5715 4 WD 92,297395178,2024-12-31,-297395178.0
271,WT 07,Wheel Tractor 07,150123,2009-04-14,TRACTOR JOHN DEERE TYPE 5715 4 WD 92,297395178,2024-12-31,-297395178.0
272,WT 09,Wheel Tractor 09,150124,2009-04-14,TRACTOR JOHN DEERE TYPE 5715 4 WD 92,297395178,2024-12-31,-297395178.0
273,WT 10,Wheel Tractor 10,150125,2009-04-14,TRACTOR JOHN DEERE TYPE 5715 4 WD 92,297395178,2024-12-31,-297395178.0
274,WT 11,Wheel Tractor 11,150126,2009-04-14,TRACTOR JOHN DEERE TYPE 5715 4 WD 92,297395178,2024-12-31,-297395178.0
275,0,0,150127,2009-04-14,PPN Masukan,177333732,2024-12-31,-177333732.0
276,0,0,150129,2009-05-19,Mitsubishi Strada Triton 2.8 L GLX (4M40UAB3628),289650000,2024-12-31,-289650000.0
277,CP 01,0,150130,2009-05-19,Vibrating Roller Sakai SV512D-H,747124620,2024-12-31,-747124620.0
278,MG 02,0,150131,2009-05-19,Komatsu Motor Grader (GD. 02),1543743300,2024-12-31,-1543743300.0
279,0,0,150132,2009-09-15,Howard Rotaslasher HS 24/150,32091400,2024-12-31,-32091400.0
280,0,0,150133,2010-09-24,Trailer Bak Kayu Kapasitas 5 ton,25000000,2024-12-31,-25000000.0
281,0,0,150134,2010-09-24,Trailer Bak Kayu Kapasitas 5 ton,25000000,2024-12-31,-25000000.0
282,0,0,150135,2010-09-24,Trailer Bak Kayu Kapasitas 5 ton,25000000,2024-12-31,-25000000.0
283,0,0,150138,2011-03-16,Tipping Trailer Besi,38293841,2024-12-31,-38293841.0
284,0,0,150139,2011-03-16,Tipping Trailer Besi,38293841,2024-12-31,-38293841.0
285,0,0,150140,2011-03-16,Tipping Trailer Besi,38293841,2024-12-31,-38293841.0
286,WT 12,Wheel Tractor 12,150141,2011-07-18,Tractor JD 5715 PE4045T821579,298449626,2024-12-31,-298449626.0
287,WT 13,Wheel Tractor 13,150142,2011-07-18,Tractor JD 5715 PE4045T821574,299831125,2024-12-31,-299831125.0
288,WT 14,Wheel Tractor 14,150143,2011-07-18,Tractor JD 5715 PE4045T821589,298449626,2024-12-31,-298449626.0
289,WT 15,Wheel Tractor 15,150144,2011-07-18,Tractor JD 5715 PE4045T819667,299831125,2024-12-31,-299831125.0
290,0,0,150145,2011-10-19,Tangki Trailer Semprot,34790355,2024-12-31,-34790355.0
291,0,0,150146,2011-12-30,Trackling Exc 01,134600210,2024-12-31,-134600210.0
292,0,0,150148,2012-02-23,Toyota Hilux Type G (2KDS005619),348260573,2024-12-31,-348260573.0
293,0,0,150149,2012-02-23,Toyota Hilux Type E (2KD8861991),323496082,2024-12-31,-323496082.0
294,0,0,150150,2012-06-12,Motor Kawasaki KLX  1505,24600000,2024-12-31,-24600000.0
295,WT 16,Wheel Tractor 16,150151,2012-06-25,Tractor JD 5715 (PE4045T861684),347209500,2024-12-31,-347209500.0
296,0,0,150152,2012-07-10,Tiping Trailer,39558333,2024-12-31,-39558333.0
297,0,0,150153,2012-07-10,Tiping Trailer,39990477,2024-12-31,-39990477.0
298,0,0,150154,2012-07-10,Tiping Trailer,39990477,2024-12-31,-39990477.0
299,0,0,150155,2012-07-10,Tiping Trailer,39990477,2024-12-31,-39990477.0
300,BD 02,Buldozer Mini 02,150156,2012-07-31,Mini Bulldozer Komatsu,1064777982,2024-12-31,-1064777982.0
301,WT 17,Wheel Tractor 17,150157,2012-08-29,Tractor JD 5715 E/N: PE4045T868501,340656738,2024-12-31,-340656738.0
302,WT 18,Wheel Tractor 18,150158,2012-08-29,Tractor JD 5715 E/N: PE4045T859394,340656738,2024-12-31,-340656738.0
303,KB 7015 V,Mobil KB 7015 V,150159,2013-01-09,Isuzu Elf Microbus NKR55 16 Seat,256349545,2024-12-31,-256349545.0
304,BD 03,Buldozer Mini 03,150160,2013-01-18,Komatsu Bulldozer D31E-20,1059051043,2024-12-31,-1059051043.0
305,0,0,150161,2013-03-08,Scissor Lift Trailer Kapasitas 2 Ton Hydraulic,67060052,2024-12-31,-67060052.0
306,0,0,150162,2013-04-01,Tipping Trailer Kapasitas 5 Ton,40400000,2024-12-31,-40400000.0
307,0,0,150163,2013-04-01,Tipping Trailer Kapasitas 5 Ton,39822946,2024-12-31,-39822946.0
308,0,0,150164,2013-04-01,Tipping Trailer Kapasitas 5 Ton,39822946,2024-12-31,-39822946.0
309,0,0,150165,2013-04-24,Toyota Hilux Double Cabin G M/T Diesel-KB 1132 XX,350471492,2024-12-31,-350471492.0
310,0,0,150166,2013-04-24,Toyota Hilux Double Cabin G M/T Diesel-KB 1135 XX,350471492,2024-12-31,-350471492.0
311,0,0,150167,2014-03-18,Bak Dump Besi Standard utk Truck MIT Canter,44000000,2024-12-31,-44000000.0
312,0,0,150168,2014-03-18,Tipping Trailer Kapasitas 5 Ton,42700000,2024-12-31,-42700000.0
313,0,0,150169,2014-03-18,Delete,0,2024-12-31,0.0
314,0,0,150170,2014-03-18,Tipping Trailer Kapasitas 5 Ton,41873675,2024-12-31,-41873675.0
315,0,0,150171,2014-03-18,Tipping Trailer Kapasitas 5 Ton,42700000,2024-12-31,-42700000.0
316,0,0,150172,2014-03-18,Tipping Trailer Kapasitas 5 Ton,42700000,2024-12-31,-42700000.0
317,0,0,150173,2014-03-18,Tipping Trailer Kapasitas 5 Ton,41873675,2024-12-31,-41873675.0
318,0,0,150174,2014-03-18,Tipping Trailer Kapasitas 5 Ton,41873675,2024-12-31,-41873675.0
319,KB 1582 VA,Mobil KB 1582 VA,150176,2014-10-27,Toyota New Fortuner 2.5 G A/T 4X4 DIESEL Thn 2014,474050064,2024-12-31,-474050064.0
320,0,0,150177,2014-11-21,Trailer Tangki Air Semprot Kapasitas 5 Ton,46894179,2024-12-31,-46894179.0
321,BL 01,0,150178,2016-07-11,Backhoe Loader,1005126216,2024-12-31,-1005126216.0
322,0,0,150179,2008-03-02,TANGKI SOLAR KAPASITAS 6000 LITER & AKSESORIS,13750000,2024-12-31,-13750000.0
323,0,0,150180,2008-08-01,Motor KTM POWER PRIMA,8650000,2024-12-31,-8650000.0
324,0,0,150181,2008-08-01,Motor KTM POWER PRIMA,8650000,2024-12-31,-8650000.0
325,0,0,150182,2008-08-01,Motor KTM POWER PRIMA,8650000,2024-12-31,-8650000.0
326,0,0,150183,2008-08-01,Motor KTM POWER PRIMA,8650000,2024-12-31,-8650000.0
327,0,0,150184,2009-09-03,Motor Kawasaki KLX,24100000,2024-12-31,-24100000.0
328,0,0,150185,2009-09-03,Motor Kawasaki KLX,24100000,2024-12-31,-24100000.0
329,0,0,150186,2014-01-29,Toyota Hilux DC G M/T 2.5 Diesel Silver Metalic,351029380,2024-12-31,-351029380.0
330,0,0,150187,2014-01-29,Ban Luar 31 - 10.5 R15 D673,5235523,2024-12-31,-5235523.0
331,0,0,150188,2014-01-29,Kaca Film Toyota Hilux Double Cabin V-Kool,6682123,2024-12-31,-6682123.0
332,KB 8233 VA,Mobil KB 8233 VA,150192,2018-11-10,HILUX 2018 EXTRA CABIN NO.RK/MSN J4170287/0505089,307636364,2024-12-31,-237136389.0
333,KB 8235 VA,Mobil KB 8235 VA,150193,2018-11-09,HILUX 2018 EXTRA CABIN NO.RK/MSN J4170284/4513152,307636364,2024-12-31,-237136389.0
334,KB 8234 VA,Mobil KB 8234 VA,150194,2018-11-09,HILUX 2018 EXTRA CABIN NO.RK/MSN J4170289/0505399,307636364,2024-12-31,-237136389.0
335,WT 19,Wheel Tractor 19,150195,2018-12-10,TRACTOR JD NO.RK/MSN 15XHJ0036305/PE4045E009693,598000000,2024-12-31,-454729136.0
336,WT 20,Wheel Tractor 20,150196,2018-12-10,TRACTOR JD NO.RK/MSN 15XEJ0036306/PE4045E009753,598000000,2024-12-31,-454729136.0
337,WT 21,Wheel Tractor 21,150197,2018-12-10,TRACTOR JD NO.RK/MSN 15XCJ0036307/PE4045E009694,598000000,2024-12-31,-454729136.0
338,DT 07,Dump Truck 07,150198,2019-01-01,Hino Dutro No.R/Msn :MJECIJG43J5173895/W04DTR63691,332638545,2024-12-31,-249478916.0
339,DT 06,Dump Truck 06,150199,2019-01-01,Hino Dutro No.R/Msn:MJECIJG43J5173894/W04DTRR63650,332638545,2024-12-31,-249478916.0
340,DT 05,Dump Truck 05,150200,2019-01-01,Hino Dutro No.R/Msn:MJECIJG43J5173893/W04DTRR63649,332638545,2024-12-31,-249478916.0
341,DT 04,Dump Truck 04,150201,2019-01-01,Hino Dutro No.R/Msn:MJECIJG43J5173892/W04DTRR63648,332638545,2024-12-31,-249478916.0
342,BL 03,Backho Loader 03,150202,2019-01-01,Backhoe Loader 3DX : HAR3DXSUAJ1609822/H00195772,985000000,2024-12-31,-738749969.0
343,BL 04,Backho Loader 04,150203,2019-01-01,Backhoe Loader 3DX : HAR3DXSUEJ1609906/H00199901,985000000,2024-12-31,-738749969.0
344,0,0,150204,2019-01-02,Tipping Trailer 9.00-20,228000000,2024-12-31,-171000000.0
345,KB 8417 VA,Mobil KB 8417 VA,150205,2019-05-31,HILUX G MT DIESEL 2019 No.RK/MSN XK1208532/4635480,457761800,2024-12-31,-324247938.0
346,KB 8419 VA,Mobil KB 8419 VA,150206,2019-05-31,HILUX G MT DIESEL 2019 No.RK/MSN 4K1120964/4642261,457761800,2024-12-31,-324247938.0
347,KB 8418 VA,Mobil KB 8418 VA,150207,2019-05-31,HILUX G MT DIESEL 2019 No.RK/MSN 7K1120991/4645194,438261800,2024-12-31,-310435438.0
348,DT 12,Dump Truck 12,150208,2019-11-01,Hino Dutro 130HD No.MJEC1JG43K5182412/W04DTRR72303,344181818,2024-12-31,-222284125.0
349,DT 11,Dump Truck 11,150209,2019-11-01,Hino Dutro 130HD No.MJEC1JG43K5182411/W04DTRR72302,344181818,2024-12-31,-222284125.0
350,DT 10,Dump Truck 10,150210,2019-11-01,Hino Dutro 130HD No.MJEC1JG43K5182410/W04DTRR72301,344181818,2024-12-31,-222284125.0
351,DT 09,Dump Truck 09,150211,2019-11-01,Hino Dutro 130HD No.MJEC1JG43K5182409/W04DTRR72295,344181818,2024-12-31,-222284125.0
352,DT 08,Dump Truck 08,150212,2019-11-01,Hino Dutro 130HD No.MJEC1JG43K5182408/W04DTRR72294,344181819,2024-12-31,-222284125.0
353,DT 14,Dump Truck 14,150213,2019-11-01,Hino Dutro 130HD No.MJEC1JG43K5182414/W04DTRR72305,344181819,2024-12-31,-222284125.0
354,DT 13,Dump Truck 13,150214,2019-11-01,Hino Dutro 130HD No.MJEC1JG43K5182413/W04DTRR72304,344181819,2024-12-31,-222284125.0
355,WL 01,Wheel Loader 01,150215,2019-11-28,WHEEL LOADER 924K CL2 KW402112 PO 1277,2000000000,2024-12-31,-1291666698.0
356,Exca 06,Excavator 06,150216,2019-11-28,EXCAVATOR 10T (313D2 LGP) MES10284 PO 1277,1091000000,2024-12-31,-704604198.0
357,Exca 05,Excavator 05,150217,2019-11-28,EXCAVATOR 10T (313D2 LGP) MES10287 PO 1277,1091000000,2024-12-31,-704604198.0
358,Exca 04,Excavator 04,150218,2019-11-28,EXCAVATOR 20T (320) YBP00998 PO 1277,1600300000,2024-12-31,-1033527052.0
359,CP 02,Compactor 02,150219,2019-11-28,COMPACTOR CS11GC RK800289 PO 1277,856000000,2024-12-31,-552833302.0
360,MG 03,Motor Greader 03,150220,2019-11-28,MOTOR GRADER 120K SZN20204 PO 1277,2061500000,2024-12-31,-1331385448.0
361,KB 8641 VA,Mobil KB 8641 VA,150221,2020-04-08,Toyota Hilux Double Cabin 2.4G MR0KB8CD1-L1210817,412643848,2024-12-31,-245007312.0
362,KB 8638 VA,Mobil KB 8638 VA,150222,2020-04-22,Toyota Hilux Double Cabin 2.4G MR0KB8CD2-L1210891,412643848,2024-12-31,-245007312.0
363,KB 8639 VA,Mobil KB 8639 VA,150223,2020-04-22,Toyota Hilux Double Cabin 2.4G MR0KB8CD2-L1210888,412643848,2024-12-31,-245007312.0
364,Exca 07,Excavator 07,150224,2020-06-08,EXCAVATOR 20T NO. SERI: YBP01063 PO 0477,1670000000,2024-12-31,-956770864.0
365,MG 04,Motor Greader 04,150225,2020-06-08,MOTOR GRADER 120K NO. SERI: E9600207 PO 0477,2308000000,2024-12-31,-1322291636.0
366,CP 03,Compactor 03,150226,2020-06-08,COMPACTOR CS11GC NO. SERI: RK800558 PO 0477,900000000,2024-12-31,-515625000.0
367,FOR 01,Forklift 01,150227,2020-06-08,FORKLIFT DP30ND NO. SERI: CT14E-20721 PO 0477,301000000,2024-12-31,-172447886.0
368,DAMKAR 02,Damkar 02,150228,2020-06-24,Truk Hino Dutro 130HD MJEC1JG43L5187994 PO 0056,363909090,2024-12-31,-208489551.0
369,DT 15,Dump Truck 15,150229,2020-06-12,Truk Hino Dutro 130 HD MJEC1JG43L5188597 PO 0480,369981818,2024-12-31,-211968784.0
370,DT 16,Dump Truck 16,150230,2020-06-12,Truk Hino Dutro 130HD MJEC1JG43L5188600 PO 0480,369981818,2024-12-31,-211968784.0
371,DT 17,Dump Truck 17,150231,2020-06-12,Truk Hino Dutro 130HD MJEC1JG43L5188602 PO 0480,369981818,2024-12-31,-211968784.0
372,DT 18,Dump Truck 18,150232,2020-06-12,Truk Hino Dutro 130 HD MJEC1JG43L5188603 PO 0480,369981818,2024-12-31,-211968784.0
373,DT 19,Dump Truck 19,150233,2020-06-12,Truk Hino Dutro 130 HD MJEC1JG43L5188604 PO 0480,369981818,2024-12-31,-211968784.0
374,TR 01,Tronton 01,150234,2020-07-15,Tronton Hino FM 260 JW MJEC1JG43L5188603 PO 0406,1271418182,2024-12-31,-715172755.0
375,Exca 08,Excavator Mini 08,150235,2020-11-26,EXCAVATOR CAT 305.5E2 MINI 7LD2957 PO 1124,620000000,2024-12-31,-322916698.0
376,CP 04,Compactor 04,150236,2021-03-27,Sakai Vibrating Roller SV526D ID 25V70-10269 PO176,860000000,2024-12-31,-412083333.3333327
377,MG 05,Motor Greader 05,150237,2021-04-30,Komatsu Motor Grader GD535-5 J10185 PO 0187,2050000000,2024-12-31,-960937500.0000015
378,Exca 09,Excavator Mini 09,150238,2021-04-28,Mini Excavator Catterpillar M13C00305.5E2 PO 0174,628100000,2024-12-31,-294421875.0000005
379,WT 22,Wheel Tractor 22,150239,2021-05-05,Mini Tractor Kioti Ex 55 WCOBOOO12 PO 0102,265000000,2024-12-31,-121458333.33333342
380,WT 23,Wheel Tractor 23,150240,2021-05-05,Mini Tractor Kioti Ex 55 WCOBOOO14 PO 0102,265000000,2024-12-31,-121458333.33333342
381,0,0,150241,2021-05-05,Scissor Lift Trailer Cap 1.5-2 Ton PO 0036,53000000,2024-12-31,-24291666.666666627
382,0,0,150242,2021-05-05,Scissor Lift Trailer Cap 1.5-2 Ton PO 0036,53000000,2024-12-31,-24291666.666666627
383,WT 22,Wheel Tractor 22,150243,2021-05-05,Hyva Crane HB 10 (Grabber) PO 0037,165000000,2024-12-31,-75625000.0
384,WT 23,Wheel Tractor 23,150244,2021-05-05,Hyva Crane HB 10 (Grabber) PO 0037,165000000,2024-12-31,-75625000.0
385,BL 05,Backho Loader 05,150245,2021-05-12,Backhoe Loader JCB 3DX-4T-CM H00291096 PO 0175,1000000000,2024-12-31,-458333333.3333325
386,BIN 01,BIN System 01,150246,2021-06-21,Truck Hino Dutro 130 HD MJEC1JG43L5191023 PO 0017,481818181,2024-12-31,-215814393.57291704
387,BIN 01,BIN System 01,150247,2021-06-21,Bak Bin System Incl. Transport PO 0020,215306120,2024-12-31,-96439199.58333318
388,KB 8890 VA,Mobil KB 8890 VA,150248,2021-06-24,Toyota Hilux SC 2.4 MR0DB8CB5-M0110752 PO 0327,318500000,2024-12-31,-142661458.33333313
389,KB 8892 VA,Mobil KB 8892 VA,150249,2021-06-24,Toyota Hilux SC 2.4 MR0DB8CB5-M0110735 PO 0327,318500000,2024-12-31,-142661458.33333313
390,KB 8891 VA,Mobil KB 8891 VA,150250,2021-06-24,Toyota Hilux SC 2.4 MR0DB8CB8-M0110793 PO 0327,318500000,2024-12-31,-142661458.33333313
391,DT 21,Dump Truck 21,150251,2021-10-12,Mitsubishi FE SHD-X 136 PS MHMFE75PRMK035075 PO721,420436364,2024-12-31,-170802272.87500027
392,DT 22,Dump Truck 22,150252,2021-10-12,Mitsubishi FE SHD-X 136 PS MHMFE75PRMK035076 PO721,420436364,2024-12-31,-170802272.87500027
393,DT 23,Dump Truck 23,150253,2021-10-12,Mitsubishi FE SHD-X 136 PS MHMFE75PRMK035078 PO721,420436364,2024-12-31,-170802272.87500027
394,DT 20,Dump Truck 20,150254,2021-10-12,Mitsubishi FE SHD-X 136 PS MHMFE75PRMK035054 PO721,420436364,2024-12-31,-170802272.87500027
